time_sec,RMSE,crps_norm,coverage90,sigma_tau,sigma_u,l_u,tau_u,sigma_v,l_v,tau_v,sigma_S,l_S,tau_S
0.0,0.04451581267048956,0.025052178726344694,0.871,5.2948684984811576e-08,0.11056405446127221,38202.93449470503,0.009162859730539926,0.11083155757892191,38398.04996479253,0.010220479555991244,1.2872147083411875e-07,13854.57750933939,1.5489527893357914e-07
86400.0,0.04555158486464903,0.025512700414726107,0.878,2.180712374400368e-07,0.10887799508847733,36045.60069594638,0.009191420007035376,0.10679177077922622,36892.64919428379,0.010682082388222679,1.6067101046866008e-07,21891.00984772981,1.5636820341792056e-07
172800.0,0.04626429437027796,0.025939646870661488,0.8924,3.824797199374973e-07,0.11157201066764855,36435.47544600269,0.009615535293479109,0.10673427791630793,36956.591869944175,0.010370522267737482,2.063142130778782e-07,28251.394027865215,1.8871935250166706e-07
259200.0,0.044540966544136404,0.024848665575180312,0.891,3.094637871935109e-08,0.09762816204866454,33279.616251846164,0.01030517574857659,0.10172502761912569,36328.4604130997,0.010124259626393503,1.9054095270362839e-07,24449.02595171366,1.6883098559939035e-07
345600.0,0.048841083786627465,0.027304502150380314,0.8598,4.883532785295578e-07,0.08387639049323388,28625.463036008532,0.009673712503302748,0.09505270502563792,34646.96562173095,0.010317050429841,2.137082042158209e-07,20327.320685378385,1.7755113497923386e-07
432000.0,0.04121348203044058,0.02315182687091916,0.86,5.220463943814398e-07,0.07114065671981548,25621.27841538612,0.009517002419810083,0.08516641555616761,32056.545433708478,0.010116733846573713,1.3198423312499302e-07,21542.58075501977,1.587568611747089e-07
518400.0,0.03825727545071877,0.021560284301713046,0.8572,3.5513639101298107e-07,0.06047820027156432,23472.6177150316,0.009125624939712033,0.08269956402532233,33240.527987817084,0.010513771987154887,1.35539347394428e-07,21210.798923066395,1.3674199645886541e-07
604800.0,0.03767545490616406,0.020974575889826735,0.8508,3.887876703732445e-07,0.061493721390246586,25179.715657943692,0.009489780296909696,0.0665794821566205,29465.179941469978,0.010517115232864683,1.4139521552422198e-07,39900.331346458435,1.623701180188156e-07
691200.0,0.036370614529938,0.020277444922645976,0.8558,2.766549086865206e-07,0.060599723572717444,25165.74691933322,0.009807655074258174,0.06354018580691354,28978.905637437972,0.010013821722618091,1.4671377352155942e-07,52760.809275593834,1.5943874921382864e-07
777600.0,0.0455906211827919,0.025415590943531352,0.8344,1.1938159643971297e-08,0.06738940207420796,28288.138509859116,0.010007643387159261,0.05987250555055942,28373.68247098616,0.010450451963373528,2.923260914630563e-07,24380.445212611143,1.919304923567924e-07
864000.0,0.050868641780798196,0.029119464619086283,0.7914,2.077872086546295e-07,0.06999632200757314,27930.679077769124,0.009546070701447655,0.06737898399761005,29827.394423631173,0.010046089454716248,2.320986067813532e-07,14394.699812714993,1.7225335604858244e-07
