time_sec,RMSE,crps_norm,coverage90,sigma_u,l_u,tau_u,sigma_S,l_S,tau_S,sigma_tau,l_v,sigma_v,tau_v
0.0,0.04687383545854794,0.026621897917820717,0.8424,0.0877275094678949,20795.892219766367,0.017826212272042927,1.469990307550261e-07,20839.50783442882,1.032290130191596e-08,7.983851309322144e-05,20795.892219766367,0.0877275094678949,0.017826212272042927
86400.0,0.049221832137516595,0.02791446504957914,0.8354,0.09990774795244511,24956.983616371086,0.01568108448518605,2.036021109311255e-07,25323.441486373144,1.778377538400503e-08,0.00013681524407311993,24956.983616371086,0.09990774795244511,0.01568108448518605
172800.0,0.05250073651791314,0.029776120199479568,0.8486,0.09118791687904328,17346.969795257708,0.015403433752649649,2.1629716347042e-07,26575.418310305744,1.4099523903149779e-08,0.00010900381469539985,17346.969795257708,0.09118791687904328,0.015403433752649649
259200.0,0.04864093687422623,0.027684231573712224,0.8498,0.09373544844339586,19210.68246657371,0.015259129827980281,2.10667131145893e-07,26721.006631559892,1.0548219884411826e-08,9.131641176871372e-05,19210.68246657371,0.09373544844339586,0.015259129827980281
345600.0,0.05306728856731004,0.02990479290535101,0.8448,0.08173755534176537,14989.301942458069,0.013169986836146546,1.9635889468672111e-07,21329.54758846552,7.395837036269767e-09,5.657800660752546e-05,14989.301942458069,0.08173755534176537,0.013169986836146546
432000.0,0.04483131282093825,0.02523545767948992,0.799,0.07393113579862906,18219.979638171473,0.016784411221330606,8.838903655584865e-08,15947.704834568798,5.788855895876103e-09,5.014042600338001e-05,18219.979638171473,0.07393113579862906,0.016784411221330606
518400.0,0.04227469181699391,0.02381264297216072,0.8124,0.06863321528894703,18888.321306465707,0.01703664979477501,1.1412848659291567e-07,17574.515516483098,2.141476310731198e-09,1.6996379567646612e-05,18888.321306465707,0.06863321528894703,0.01703664979477501
604800.0,0.044357163719022694,0.025124706306353016,0.774,0.059337973433881905,14583.49197026709,0.013807540292670391,1.1249606725657711e-07,20265.022237935762,3.0483031648974456e-09,3.2644336808676667e-05,14583.49197026709,0.059337973433881905,0.013807540292670391
691200.0,0.041918121533446866,0.023552404264971523,0.7766,0.05907567729141576,18194.462466256693,0.01675887383888645,8.463959667383869e-08,18047.91367623092,5.761869586285394e-09,6.148791765817501e-05,18194.462466256693,0.05907567729141576,0.01675887383888645
777600.0,0.048570046519903806,0.027152023415476505,0.806,0.058322231924654216,12603.889499871584,0.01474306649846486,1.628759536605786e-07,21010.78889962977,6.63322659892217e-09,9.071427609601282e-05,12603.889499871584,0.058322231924654216,0.01474306649846486
864000.0,0.05180471522405624,0.02984225841450047,0.7548,0.06835393702717446,13830.115211803986,0.01436527974210465,1.362899450122414e-07,29228.85854414729,9.365698659332233e-09,8.686473831021718e-05,13830.115211803986,0.06835393702717446,0.01436527974210465
950400.0,0.04607555144214003,0.025736677532147565,0.864,0.07934020347214968,15296.361867611085,0.014371050554264833,2.2180241312075252e-07,29592.63822740538,1.0814485961894775e-08,0.0001042460583013412,15296.361867611085,0.07934020347214968,0.014371050554264833
1036800.0,0.04982587295600395,0.027457253055641957,0.8528,0.08502612990727061,18097.30485911996,0.017894640096066672,3.122242222496157e-07,30184.430764637687,1.6576054029818706e-10,7.621208020302249e-07,18097.30485911996,0.08502612990727061,0.017894640096066672
1123200.0,0.05136244026461704,0.02887629816034848,0.8482,0.09328884873189354,17545.864014673876,0.015670541000438555,2.205515836075301e-07,23517.61474843777,1.3711321857623667e-10,6.192490192868991e-07,17545.864014673876,0.09328884873189354,0.015670541000438555
