time,sigma_u,l_u,tau_u,sigma_S,l_S,tau_S,sigma_tau,l_v,sigma_v,tau_v
2023-09-22T04:00:00,0.20098274512552394,14639.241586813354,0.010083856072654291,4.4385379939238495e-06,28642.576505124434,5.156655969922134e-07,0.004377294920888306,14639.241586813354,0.20098274512552394,0.010083856072654291
2023-12-18T01:00:00,0.17692092072432786,12908.619917867636,0.01003017012475632,7.99702694765822e-06,26551.099673282115,5.240117407991876e-07,0.005188341325848809,12908.619917867636,0.17692092072432786,0.01003017012475632
