time_sec,RMSE,crps_norm,coverage90,sigma_tau,sigma_u,l_u,tau_u,sigma_v,l_v,tau_v,sigma_S,l_S,tau_S
0.0,0.04451579193156165,0.025052167894661012,0.871,3.6448754956428234e-07,0.11056369056443179,38202.829756205676,0.009162856114913706,0.11083223664254621,38398.239906263436,0.010220486810639237,1.2872144711529043e-07,13854.650688481313,1.5489538763797162e-07
86400.0,0.04943598556018731,0.027297332182395804,0.8492,3.0887350455294135e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
172800.0,0.04862934363968798,0.027292633725935666,0.84,2.8921854735972437e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
259200.0,0.04965760859621346,0.027228157609702375,0.8466,2.4180257012796954e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
345600.0,0.052944441336245325,0.029312595736737047,0.8092,1.7673629442105553e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
432000.0,0.041410655236040525,0.023329177329059196,0.8738,2.7086803784705827e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
518400.0,0.03891433129815989,0.02201157341594254,0.8902,4.628261047051039e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
604800.0,0.039355557041888936,0.02198456888331762,0.8934,5.319067345260083e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
691200.0,0.03606102723247522,0.02050587388859599,0.9066,4.760552505979701e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
777600.0,0.04519247594527894,0.025501289559618945,0.8362,5.08852778229668e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
864000.0,0.046769728588186926,0.027196295097241818,0.8048,3.687766350514665e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
950400.0,0.044825728996561266,0.024976106597290527,0.8476,2.776288229646632e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
1036800.0,0.058670467185425144,0.03178837176525328,0.7958,1.599950787099918e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
1123200.0,0.05422125171705007,0.02978035218705329,0.8054,6.793145601197379e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
1209600.0,0.04992267879085467,0.02761258688121152,0.8294,5.150732637856781e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
1296000.0,0.04974612978596761,0.027977156292225965,0.8092,1.5786156335207265e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
1382400.0,0.04393290114906363,0.02463060146097502,0.8486,2.856837952820987e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
1468800.0,0.043748815426334665,0.024736013252872942,0.8436,3.343290095126821e-07,0.11056515459078979,38203.23016968329,0.009162864730699688,0.11083032707941656,38397.701414694064,0.010220463199394954,1.2872146578431735e-07,13854.573331461268,1.5489529052650616e-07
