time,sigma_u,l_u,tau_u,sigma_S,l_S,tau_S,sigma_tau,l_v,sigma_v,tau_v
2023-09-22T04:00:00,0.20098279335266997,14639.271965265652,0.010083896696657378,4.438554307034474e-06,28642.78172106304,5.156653379808362e-07,0.004377321710374686,14639.271965265652,0.20098279335266997,0.010083896696657378
2023-12-18T01:00:00,0.17692123657823153,12908.65354141063,0.010030228932721041,7.997040365014894e-06,26551.173207825574,5.24012649607337e-07,0.005188360966610498,12908.65354141063,0.17692123657823153,0.010030228932721041
