sigma_u,l_u,tau_u,sigma_v,l_v,tau_v,sigma_S,l_S,tau_S,time
0.11056369056443179,38202.829756205676,0.009162856114913706,0.11083223664254621,38398.239906263436,0.010220486810639237,1.2872144711529043e-07,13854.650688481313,1.5489538763797162e-07,2014-02-19T18:00:00
